fwd_num_packets,bwd_num_packets,fwd_total_bytes,bwd_total_bytes,fwd_avg_pkt_length,bwd_avg_pkt_length,fwd_std_pkt_length,bwd_std_pkt_length,fwd_max_pkt_length,bwd_max_pkt_length,fwd_min_pkt_length,bwd_min_pkt_length,fwd_avg_inter_time,bwd_avg_inter_time,fwd_std_inter_time,bwd_std_inter_time,fwd_min_inter_time,bwd_min_inter_time,fwd_max_inter_time,bwd_max_inter_time,fwd_avg_offset,bwd_avg_offset,fwd_num_rst,bwd_num_rst,fwd_num_psh,bwd_num_psh,label,categorical_label
99,70,11806,134810,119.2525253,1925.857143,124.8673045,2626.830643,430,10199,40,40,38.670674,54.923006,216.867891,257.352423,0,5.00E-06,2026.826261,2026.826222,8.121212121,8.357142857,15,1,23,12,1,slowloris
108,76,12314,143229,114.0185185,1884.592105,127.4309768,2236.206289,483,8740,40,40,35.418028,50.489165,207.658825,247.060321,0,4.00E-06,2025.986357,2025.9864,7.990740741,8.328947368,19,1,23,12,1,slowloris
100,78,12067,135226,120.67,1733.666667,130.7469647,2040.991417,431,7292,40,40,38.269705,49.2034,215.717836,243.923356,0,2.00E-06,2025.986732,2025.986786,7.89,8.320512821,21,1,24,12,1,slowloris
106,82,13190,135434,124.4339623,1651.634146,136.523085,2068.085346,489,8751,40,40,36.082815,46.773544,209.589934,237.985632,0,2.00E-06,2025.988848,2025.988898,7.839622642,8.304878049,22,1,26,12,1,slowloris
96,70,10947,142913,114.03125,2041.614286,141.6786916,2528.534262,670,10188,40,52,39.881037,24.061013,229.797248,90.544341,0,3.00E-06,2125.449499,714.116548,8.0625,8.342857143,17,0,16,12,1,slowloris
97,76,10677,143225,110.0721649,1884.539474,131.1613389,2428.840351,466,11684,40,52,39.455328,22.136134,228.522142,87.044813,0,1.00E-06,2124.461432,714.120655,8.082474227,8.315789474,17,0,16,12,1,slowloris
94,81,9492,143507,100.9787234,1771.691358,126.1706456,1971.70646,478,7303,40,52,40.72808,20.752624,232.110078,84.432632,0,3.00E-06,2124.461508,714.116384,7.79787234,8.296296296,22,0,13,14,1,slowloris
105,76,14250,135122,135.7142857,1777.921053,144.9137485,2076.639194,524,8740,40,40,36.410936,50.48931,210.573021,247.051128,0,2.00E-06,2025.988795,2025.988891,7.876190476,8.328947368,19,1,29,12,1,slowloris
107,74,12854,143136,120.1308411,1934.27027,129.8785415,2465.065857,473,11636,40,40,35.723965,51.831493,208.617083,250.318754,0,2.00E-06,2025.988934,2025.988986,8.112149533,8.337837838,15,1,25,13,1,slowloris
96,70,10406,142924,108.3958333,2041.771429,128.0273391,2725.093995,526,11647,40,52,39.851481,24.061015,229.511222,90.50552,1.00E-06,4.00E-06,2122.64134,714.122458,7.989583333,8.342857143,20,0,16,13,1,slowloris
107,77,12520,143281,117.0093458,1860.792208,130.0220225,2269.391719,486,10236,40,40,35.71429,49.81152,208.62262,245.472912,1.00E-06,1.50E-05,2025.984457,2025.984597,7.878504673,8.324675325,20,1,24,12,1,slowloris
112,73,13244,143073,118.25,1959.90411,128.3980649,2412.708236,539,11647,40,40,34.105538,52.578827,203.961209,251.99952,0,1.50E-05,2025.987525,2025.987679,7.964285714,8.342465753,18,1,26,12,1,slowloris
103,77,12484,143281,121.2038835,1860.792208,129.8350658,2408.648241,452,10188,40,40,37.114918,49.772094,212.584738,245.471401,0,7.00E-06,2025.988674,2025.988807,7.970873786,8.324675325,18,1,25,12,1,slowloris
121,79,15678,143396,129.5702479,1815.139241,141.0380461,2481.866671,453,11647,40,40,31.54778,48.49604,196.284274,242.372573,0,3.00E-06,2025.988818,2025.988829,7.801652893,8.316455696,23,1,31,13,1,slowloris
110,77,13642,143292,124.0181818,1860.935065,135.6714854,2617.837739,532,11647,40,40,34.713253,49.785598,205.773386,245.454434,0,1.00E-06,2025.989072,2025.989199,7.827272727,8.324675325,22,1,27,13,1,slowloris
111,79,15061,135278,135.6846847,1712.379747,148.9493497,2444.321647,512,11647,40,40,34.397741,48.470656,204.858534,242.385002,0,7.00E-06,2025.989265,2025.989319,7.783783784,8.316455696,24,1,30,12,1,slowloris
97,74,9731,135025,100.3195876,1824.662162,126.0375726,2543.210345,552,10188,40,52,39.413724,22.742928,228.145846,88.186007,1.00E-06,4.50E-05,2120.441554,714.122261,7.567010309,8.324324324,28,0,14,13,1,slowloris
100,76,9949,143225,99.49,1884.539474,120.5106555,2284.803539,448,10188,40,52,38.211264,22.138906,224.634938,87.171174,0,3.00E-06,2119.457474,715.119132,7.84,8.315789474,21,0,14,12,1,slowloris
100,71,10686,134869,106.86,1899.56338,128.6884124,2616.089053,465,10188,40,52,38.209487,23.717536,224.632599,90.049198,0,2.00E-06,2119.473516,715.121168,7.84,8.338028169,23,0,16,13,1,slowloris
106,74,12283,143121,115.8773585,1934.067568,139.75991,2556.474174,528,11647,40,52,36.026068,22.742875,218.234413,88.268147,0,1.50E-05,2119.465301,715.107542,7.877358491,8.324324324,21,0,19,12,1,slowloris
106,71,12980,134869,122.4528302,1899.56338,142.4275343,2691.311246,431,11647,40,52,36.026064,23.71757,218.221996,90.004538,0,3.00E-06,2119.465348,715.080437,8.037735849,8.338028169,18,0,21,13,1,slowloris
110,72,12815,134914,116.5,1873.805556,130.1826346,2395.321735,592,10199,40,40,34.685846,53.24955,205.780922,253.755859,0,2.00E-06,2026.003891,2026.00392,8.072727273,8.347222222,17,1,24,12,1,slowloris
107,76,12379,135122,115.6915888,1777.921053,126.8501873,2424.627563,508,10199,40,40,35.667473,50.369486,208.609359,247.093907,1.00E-06,2.00E-06,2026.004247,2026.004361,7.943925234,8.328947368,21,1,24,12,1,slowloris
108,73,12728,134977,117.8518519,1849,127.4691691,2530.769503,446,11647,40,40,35.328302,52.487395,207.689819,252.036151,0,5.00E-06,2026.004839,2026.004899,7.944444444,8.342465753,20,1,25,13,1,slowloris
101,80,12246,143437,121.2475248,1792.9625,133.0291251,2052.847362,528,8740,40,40,37.794693,47.840897,214.693662,240.929809,0,1.00E-05,2026.005099,2026.005183,7.96039604,8.3125,19,1,24,12,1,slowloris
101,82,12540,143541,124.1584158,1750.5,133.8590851,1914.290232,466,5844,40,40,37.801279,46.630697,214.68702,238.012897,0,1.20E-05,2026.00534,2026.005423,7.97029703,8.304878049,18,1,25,12,1,slowloris
99,83,11097,143600,112.0909091,1730.120482,131.6736915,2138.603804,421,8740,40,52,38.572073,20.262999,225.390298,83.494836,1.00E-06,2.00E-06,2115.457214,715.0784,7.727272727,8.289156627,23,0,18,13,1,slowloris
109,81,12731,143489,116.7981651,1771.469136,129.2915726,2233.288461,595,10188,40,40,34.989863,47.235829,206.748593,239.456211,0,1.40E-05,2026.00536,2026.005467,7.770642202,8.308641975,23,1,25,12,1,slowloris
107,83,12294,135486,114.8971963,1632.361446,126.8185403,2152.648106,446,8740,40,40,35.650305,46.047437,208.647172,236.594117,0,0,2026.005126,2026.005244,7.719626168,8.301204819,26,1,24,12,1,slowloris
100,77,10239,143277,102.39,1860.74026,121.1619581,2128.784805,465,8740,40,52,38.171618,21.861605,224.192459,86.61744,0,1.00E-05,2114.465362,715.075369,8.03,8.311688312,17,0,15,12,1,slowloris
101,70,10341,134806,102.3861386,1925.8,131.1912322,2794.676412,664,11647,40,52,37.790822,24.08055,223.087376,90.782824,0,2.00E-06,2114.481387,716.075856,7.831683168,8.342857143,23,0,14,12,1,slowloris
102,78,10768,143329,105.5686275,1837.551282,129.6386073,2368.859508,501,10199,40,52,37.416617,21.578676,221.996938,86.177455,0,2.00E-06,2114.477346,716.089408,7.68627451,8.307692308,26,0,16,12,1,slowloris
96,76,9598,135129,99.97916667,1778.013158,122.6203365,2048.940751,433,8740,40,52,39.779728,22.154053,228.76847,87.274915,1.00E-06,3.00E-06,2114.477364,716.065252,7.979166667,8.315789474,20,0,13,13,1,slowloris
108,76,12198,143240,112.9444444,1884.736842,126.4097945,2439.469852,499,10188,40,40,35.30102,50.362267,207.68626,247.128201,0,2.00E-06,2026.019461,2026.019538,7.87962963,8.328947368,20,1,23,13,1,slowloris
94,75,10744,143173,114.2978723,1908.973333,137.5652205,2349.377686,506,10188,40,52,40.615227,22.453701,230.984414,87.82148,0,1.00E-06,2112.601402,716.049192,8.180851064,8.32,14,0,16,12,1,slowloris
108,76,12276,143229,113.6666667,1884.592105,130.403185,2321.453408,654,8740,40,40,35.308458,50.372902,207.69152,247.201095,1.00E-06,1.80E-05,2026.020569,2026.020583,7.833333333,8.328947368,21,1,23,12,1,slowloris
110,82,12914,143541,117.4,1750.5,128.0056765,1980.01602,427,7292,40,40,34.643192,46.581078,205.844863,238.048666,0,2.00E-06,2026.021144,2026.021202,7.945454545,8.304878049,20,1,25,12,1,slowloris
103,76,12586,135122,122.1941748,1777.921053,133.9995653,2035.226164,457,8740,40,40,37.01053,50.333801,212.647699,247.128554,0,2.00E-06,2026.019284,2026.019329,8.203883495,8.328947368,13,1,24,12,1,slowloris
116,82,14394,143552,124.0862069,1750.634146,137.1423614,2132.504987,463,8740,40,40,32.82902,46.60862,200.483876,238.06605,1.00E-06,2.00E-06,2026.02123,2026.021321,7.810344828,8.304878049,24,1,28,13,1,slowloris
114,73,13640,143073,119.6491228,1959.90411,132.3901436,2553.063199,559,11647,40,40,33.412532,52.396875,202.23047,252.107787,1.00E-06,2.00E-06,2026.020004,2026.020104,8.035087719,8.342465753,18,1,26,12,1,slowloris
98,79,9953,143381,101.5612245,1814.949367,124.520198,1976.788498,453,7292,40,52,38.908173,21.302228,226.002397,85.766988,1.00E-06,2.00E-06,2109.477663,717.051132,7.836734694,8.303797468,22,0,14,12,1,slowloris
102,79,11410,143381,111.8627451,1814.949367,137.9693637,2043.585348,514,5892,40,52,37.367252,21.30223,221.564216,85.75596,0,1.40E-05,2109.477625,717.043536,7.81372549,8.303797468,22,0,17,12,1,slowloris
100,75,11225,143173,112.25,1908.973333,133.9526054,2149.576841,435,8740,40,52,38.124733,22.457161,223.74677,87.919243,1.00E-06,9.00E-06,2109.477772,717.061911,8.02,8.32,18,0,17,12,1,slowloris
100,72,11887,143017,118.87,1986.347222,141.331379,2466.915638,551,11647,40,52,38.130427,23.413997,223.772002,89.647161,0,2.00E-06,2109.477619,717.054026,7.87,8.333333333,22,0,19,12,1,slowloris
111,80,13590,143448,122.4324324,1793.1,132.3528082,2442.164207,494,10188,40,40,34.308119,47.770305,204.940585,240.979897,0,1.00E-06,2026.019476,2026.01961,7.900900901,8.3125,21,1,27,13,1,slowloris
103,71,10540,142965,102.3300971,2013.591549,121.9007462,2437.638246,447,10236,40,52,36.999227,23.748424,220.436674,90.271761,0,2.00E-06,2108.489468,717.047437,8.087378641,8.338028169,16,0,15,12,1,slowloris
113,75,13781,143177,121.9557522,1909.026667,137.2524648,2459.645338,656,11647,40,40,33.687816,50.945884,203.141645,248.776592,0,3.00E-06,2026.02047,2026.020674,8.061946903,8.333333333,17,1,26,12,1,slowloris
106,75,13089,135070,123.4811321,1800.933333,136.279421,2397.657175,679,11647,40,40,35.93327,50.985869,209.676864,248.776672,0,4.00E-06,2026.020004,2026.020203,7.943396226,8.333333333,19,1,26,12,1,slowloris
100,74,10812,143121,108.12,1934.067568,125.16908,2533.121629,416,10199,40,52,38.111152,22.773997,223.587508,88.4974,0,5.00E-06,2107.461626,717.049357,7.99,8.324324324,18,0,17,12,1,slowloris
114,75,15123,143177,132.6578947,1909.026667,137.5528107,2253.279568,420,10199,40,40,33.383605,50.963665,202.254816,248.764338,0,2.00E-06,2026.020494,2026.020627,8.078947368,8.333333333,16,1,31,12,1,slowloris
107,80,14484,143437,135.364486,1792.9625,144.9641721,1946.013181,526,7292,40,40,35.581825,47.742232,208.657641,242.657347,1.00E-06,2.00E-06,2026.037439,2042.085018,8.140186916,8.3125,14,1,29,12,1,slowloris
101,67,11727,142757,116.1089109,2130.701493,136.5313078,3026.054262,445,11647,40,52,37.713481,24.946031,222.179327,92.305525,1.00E-06,4.00E-06,2105.821742,713.821258,8.207920792,8.358208955,15,0,18,12,1,slowloris
113,72,13602,143021,120.3716814,1986.402778,132.9586533,2560.412454,496,10199,40,40,33.667404,53.108595,203.070877,255.596845,0,2.00E-06,2026.03747,2042.085053,8,8.347222222,20,1,26,12,1,slowloris
102,73,10449,143069,102.4411765,1959.849315,122.154307,2116.192051,453,5892,40,52,37.331328,22.871753,221.079299,89.03931,0,2.00E-06,2104.609512,717.814978,8.049019608,8.328767123,20,0,15,12,1,slowloris
112,78,12461,143333,111.2589286,1837.602564,125.1391835,2345.213048,521,11647,40,40,33.96706,48.952043,203.995157,245.749203,0,1.50E-05,2026.03568,2042.083293,7.946428571,8.320512821,20,1,23,12,1,slowloris
94,74,9683,135014,103.0106383,1824.513514,126.4736357,2554.668615,545,11636,40,52,40.544425,22.562388,230.202746,88.461103,0,1.40E-05,2104.489528,717.849572,7.819148936,8.324324324,22,0,14,12,1,slowloris
104,70,12190,134806,117.2115385,1925.8,138.2117183,2395.679956,463,10188,40,52,36.605315,23.866237,218.862743,90.499939,0,2.00E-06,2104.489471,714.824223,8.096153846,8.342857143,17,0,19,12,1,slowloris
106,76,11628,143225,109.6981132,1884.539474,131.0502753,2380.498807,433,10188,40,52,35.913135,21.964027,216.838065,86.999335,1.00E-06,2.00E-06,2104.489467,714.829485,7.764150943,8.315789474,25,0,18,12,1,slowloris
105,75,12493,143184,118.9809524,1909.12,140.0847258,2163.124311,506,7292,40,52,36.258284,22.260837,217.855,87.547023,0,1.40E-05,2104.46949,714.826646,7.961904762,8.32,20,0,20,13,1,slowloris
108,79,11835,143385,109.5833333,1815,122.8422836,2630.657313,428,11647,40,40,35.23288,48.331781,207.742047,244.210667,0,1.00E-06,2026.03597,2042.083609,7.759259259,8.316455696,24,1,22,12,1,slowloris
103,76,10205,143225,99.0776699,1884.539474,129.5575192,2159.018434,721,7292,40,52,36.959935,21.964461,219.944699,87.332425,1.00E-06,3.00E-06,2103.489729,717.808502,7.922330097,8.315789474,21,0,13,12,1,slowloris
100,73,12813,134966,128.13,1848.849315,135.6073249,2196.755459,490,8740,40,40,38.069767,52.345386,215.773462,253.86639,0,2.00E-06,2026.035996,2042.083702,8.13,8.342465753,15,1,26,12,1,slowloris
101,78,12092,143333,119.7227723,1837.602564,130.5185902,2150.279555,572,10188,40,40,37.689018,48.946269,214.794348,244.060634,0,4.00E-06,2026.053284,2026.053341,7.930693069,8.320512821,18,1,24,12,1,slowloris
98,73,9439,143080,96.31632653,1960,115.7756983,2350.188255,447,8740,40,52,38.854646,23.102415,225.392637,89.172538,0,1.60E-05,2102.485504,717.82397,7.908163265,8.328767123,21,0,13,13,1,slowloris
111,75,12689,143177,114.3153153,1909.026667,125.4973366,2399.254039,454,11647,40,40,34.247802,50.908366,204.983539,248.811264,0,1.30E-05,2026.052511,2026.052364,8.036036036,8.333333333,17,1,24,12,1,slowloris
108,78,14097,135226,130.5277778,1733.666667,143.0067287,2157.726712,484,10188,40,40,35.212009,48.930466,207.779633,244.049589,0,1.00E-06,2026.052324,2026.052323,7.814814815,8.320512821,21,1,28,12,1,slowloris
99,73,12325,143080,124.4949495,1960,146.10699,2435.925275,494,10188,40,52,38.441956,23.103324,224.08278,89.123632,1.00E-06,1.30E-05,2100.83354,717.618553,7.919191919,8.328767123,20,0,20,13,1,slowloris
111,75,13473,143177,121.3783784,1909.026667,129.2567603,2302.560983,433,8740,40,40,34.237511,50.89307,204.985379,248.808745,0,8.00E-06,2026.052799,2026.052942,7.963963964,8.333333333,18,1,27,12,1,slowloris
112,76,13682,143229,122.1607143,1884.592105,133.0077931,2626.823462,480,11647,40,40,33.929092,50.214528,204.071988,247.185139,0,5.00E-06,2026.052919,2026.052996,7.857142857,8.328947368,21,1,27,12,1,slowloris
97,70,10835,142913,111.7010309,2041.614286,135.6303313,2406.0293,626,10188,40,52,39.230457,24.108142,226.263202,90.97442,0,5.00E-06,2099.621571,717.832158,8.18556701,8.342857143,14,0,16,12,1,slowloris
96,75,10883,135066,113.3645833,1800.88,133.9978884,1896.086275,469,5855,40,52,39.648614,22.487561,227.413857,88.01184,1.00E-06,9.00E-06,2099.497787,717.819034,7.71875,8.32,24,0,18,12,1,slowloris
97,78,10525,143329,108.5051546,1837.551282,129.7229519,2059.636153,433,8740,40,52,39.235608,21.611422,226.251792,86.374216,1.00E-06,1.00E-05,2099.497802,717.820575,7.87628866,8.307692308,20,0,16,12,1,slowloris
104,75,11752,143173,113,1908.973333,132.1457712,2253.514336,524,10199,40,52,36.569226,22.4877,218.474474,87.793866,0,4.00E-06,2099.497802,715.825276,7.894230769,8.32,21,0,19,12,1,slowloris
99,74,10490,143121,105.959596,1934.067568,130.2222527,2568.047642,556,11647,40,52,38.437656,22.799532,223.969988,88.695511,1.00E-06,4.00E-06,2099.481578,718.821407,7.949494949,8.324324324,20,0,15,12,1,slowloris
122,77,14928,143281,122.3606557,1860.792208,136.2462565,2089.937253,624,7292,40,40,31.123223,49.550934,195.591999,245.641328,0,1.50E-05,2026.051735,2026.051765,8.12295082,8.324675325,17,1,28,12,1,slowloris
109,76,13977,143229,128.2293578,1884.592105,135.5936627,2485.103245,433,11647,40,40,34.869713,50.211854,206.727064,247.116219,1.00E-06,3.00E-06,2026.052755,2026.052867,8.119266055,8.328947368,16,1,28,12,1,slowloris
96,76,11918,135118,124.1458333,1777.868421,142.7278588,2232.197705,457,8740,40,52,39.641347,22.191811,227.207526,87.228505,1.00E-06,2.00E-06,2098.501785,715.825237,7.9375,8.315789474,20,0,20,12,1,slowloris
106,70,12353,134810,116.5377358,1925.857143,126.4469906,2638.198228,461,10199,40,40,35.85344,54.559017,209.71867,257.447533,0,3.00E-06,2026.051345,2026.05156,8,8.357142857,18,1,24,12,1,slowloris
107,80,12240,143437,114.3925234,1792.9625,125.9141484,2078.120526,464,8740,40,40,35.518022,47.656598,208.773287,241.063708,0,1.30E-05,2026.053324,2026.053322,7.700934579,8.3125,26,1,24,12,1,slowloris
99,72,12064,143017,121.8585859,1986.347222,146.5432311,2406.944268,597,11647,40,52,38.4174,23.442052,223.79866,89.820013,0,3.00E-06,2097.477774,718.622743,7.95959596,8.333333333,20,0,19,12,1,slowloris
110,77,14454,143281,131.4,1860.792208,141.2166141,2217.098254,524,10188,40,40,34.525305,49.516042,205.937846,245.647546,0,2.00E-06,2026.052768,2026.052863,7.927272727,8.324675325,18,1,29,12,1,slowloris
112,77,14911,143281,133.1339286,1860.792208,137.6304292,2464.912133,466,11636,40,40,33.903217,49.516028,204.046919,247.327136,1.00E-06,1.00E-05,2026.069672,2042.085339,8,8.324675325,18,1,31,12,1,slowloris
106,75,11986,143184,113.0754717,1909.12,133.2616973,2227.13632,582,10188,40,52,35.840571,22.275112,216.143659,87.916993,0,9.00E-06,2095.845639,718.204547,8.009433962,8.32,19,0,19,13,1,slowloris
106,77,13855,143281,130.7075472,1860.792208,139.1819615,2291.465225,555,10188,40,40,35.829131,49.500265,209.693648,247.334481,1.00E-06,2.00E-06,2026.068524,2042.084184,8.037735849,8.324675325,16,1,28,12,1,slowloris
118,78,15622,143333,132.3898305,1837.602564,142.2091895,2189.426476,511,8740,40,40,32.154302,48.85733,198.805044,243.974621,0,3.00E-06,2026.068565,2026.068714,8.025423729,8.320512821,18,1,31,12,1,slowloris
104,74,13590,135014,130.6730769,1824.513514,149.5489946,2281.855939,441,8740,40,52,36.52482,22.79976,218.050966,88.340369,0,2.00E-06,2094.633785,715.829019,7.932692308,8.324324324,20,0,23,12,1,slowloris
95,76,10227,143225,107.6526316,1884.539474,130.7509219,2259.413767,471,8740,40,52,40.020581,22.191764,228.149334,87.587429,0,3.00E-06,2094.509577,719.044817,7.926315789,8.315789474,21,0,15,12,1,slowloris
103,74,12872,143121,124.9708738,1934.067568,147.0399076,2442.10928,611,10199,40,52,36.881705,22.799759,219.085724,88.340179,0,3.00E-06,2094.509594,715.8379,7.961165049,8.324324324,21,0,21,12,1,slowloris
100,68,12895,134702,128.95,1980.911765,145.5231854,2549.552057,577,11647,40,52,37.999333,24.84154,222.364769,92.159089,0,0,2094.509601,717.302606,8.2,8.352941176,15,0,22,12,1,slowloris
101,73,10677,143069,105.7128713,1959.849315,133.9224654,2411.650868,734,10188,40,52,37.619184,23.116422,221.332334,89.297141,1.00E-06,1.00E-06,2094.493813,719.04564,7.99009901,8.328767123,19,0,15,12,1,slowloris
118,80,14984,143437,126.9830508,1792.9625,142.1137731,2129.195964,715,7292,40,40,32.15065,47.615026,198.755672,242.614902,0,2.00E-06,2026.067569,2042.0831,8.008474576,8.3125,19,1,29,12,1,slowloris
118,83,14848,143604,125.8305085,1730.168675,138.5819086,1951.229674,472,7292,40,40,32.150641,45.873028,198.806551,238.301752,0,2.00E-06,2026.068158,2042.083691,7.822033898,8.301204819,23,1,29,13,1,slowloris
107,71,13199,134858,123.3551402,1899.408451,146.0601616,2713.334025,438,11647,40,52,35.487018,23.786515,214.903153,90.126743,0,3.00E-06,2093.529777,715.834978,7.934579439,8.338028169,20,0,21,12,1,slowloris
112,79,13687,143385,122.2053571,1815,132.8826034,2302.465067,465,10188,40,40,33.879308,48.212389,204.117299,242.572366,0,1.00E-06,2026.083605,2026.083574,7.901785714,8.316455696,19,1,27,12,1,slowloris
112,75,15764,135070,140.75,1800.933333,141.0003195,2443.588706,427,10188,40,40,33.879335,50.818475,204.104121,248.849172,0,4.00E-06,2026.084095,2026.084168,7.946428571,8.333333333,18,1,34,12,1,slowloris
